Source;Target;Type;Weight;book;Genero
Gendry;Hot-Pie;Undirected;30;3;M
Gendry;Lem;Undirected;9;3;M
Gendry;Merrit;Undirected;3;3;M
Gendry;ROBERT;Undirected;3;3;M
Gendry;Sandor-Clegane;Undirected;5;3;M
Gendry;Thoros-of-Myr;Undirected;8;3;M
Gendry;Tom-of-Sevenstreams;Undirected;10;3;M
Gerold-Hightower;Jaime-Lannister;Undirected;4;3;M
Gerold-Hightower;Lewyn-Martell;Undirected;3;3;M
Gilly;Jojen-Reed;Undirected;3;3;M
Gilly;JON;Undirected;8;3;M
Gilly;Mance-Rayder;Undirected;6;3;M
Gilly;Meera-Reed;Undirected;3;3;M
Gilly;SAM;Undirected;35;3;M
Gilly;Small-Paul;Undirected;3;3;M
Gorne;JON;Undirected;3;3;M
Grazdan-mo-Eraz;Mero;Undirected;3;3;M
Greenbeard;Harwin;Undirected;4;3;M
Greenbeard;Lem;Undirected;12;3;M
Greenbeard;Thoros-of-Myr;Undirected;3;3;M
Greenbeard;Tom-of-Sevenstreams;Undirected;4;3;M
Gregor-Clegane;Helman-Tallhart;Undirected;3;3;M
Gregor-Clegane;Ilyn-Payne;Undirected;7;3;M
Gregor-Clegane;Jaime-Lannister;Undirected;7;3;M
Gregor-Clegane;Joffrey-Baratheon;Undirected;9;3;M
Gregor-Clegane;Meryn-Trant;Undirected;6;3;M
Gregor-Clegane;Oberyn-Martell;Undirected;39;3;M
Gregor-Clegane;Polliver;Undirected;11;3;M
Gregor-Clegane;Rafford;Undirected;12;3;M
Gregor-Clegane;ROBB;Undirected;4;3;M
Gregor-Clegane;Sandor-Clegane;Undirected;10;3;M
Gregor-Clegane;Tickler;Undirected;12;3;M
Gregor-Clegane;Tyrion-Lannister;Undirected;23;3;M
Gregor-Clegane;Tywin-Lannister;Undirected;5;3;M
Grenn;Jeor-Mormont;Undirected;7;3;M
Grenn;JON;Undirected;30;3;M
Grenn;Kegs;Undirected;5;3;M
Grenn;Owen;Undirected;4;3;M
Grenn;Pypar;Undirected;28;3;M
Grenn;SAM;Undirected;43;3;M
Grenn;Small-Paul;Undirected;3;3;M
Grey-Worm;JORAH;Undirected;4;3;M
Grigg;Jarl;Undirected;3;3;M
Grigg;JON;Undirected;5;3;M
Grisel;LITTLEFINGER;Undirected;3;3;M
Guncer-Sunglass;Melisandre;Undirected;4;3;M
Gyles-Rosby;Jalabhar-Xho;Undirected;4;3;M
Halder;JON;Undirected;3;3;M
Halder;Todder;Undirected;3;3;M
Hareth-(Moles-Town);JON;Undirected;8;3;M
Hareth-(Moles-Town);Kegs;Undirected;3;3;M
Hareth-(Moles-Town);Mully;Undirected;3;3;M
Hareth-(Moles-Town);Satin;Undirected;5;3;M
Hareth-(Moles-Town);Spare-Boot;Undirected;3;3;M
Harma;Jarl;Undirected;3;3;F
Harma;JON;Undirected;7;3;F
Harma;Mance-Rayder;Undirected;10;3;F
Harma;Rattleshirt;Undirected;5;3;F
Harma;Styr;Undirected;4;3;F
Harma;Tormund;Undirected;4;3;F
Harma;Varamyr;Undirected;3;3;F
Harma;Weeper;Undirected;3;3;F
Harwin;Lem;Undirected;7;3;M
Harwin;Sandor-Clegane;Undirected;3;3;M
Helman-Tallhart;Randyll-Tarly;Undirected;3;3;M
Helman-Tallhart;Robett-Glover;Undirected;4;3;M
High-Septon-(Tyrions);Joffrey-Baratheon;Undirected;6;3;M
High-Septon-(Tyrions);Pycelle;Undirected;3;3;M
High-Septon-(Tyrions);Tyrion-Lannister;Undirected;3;3;M
Hobb;Janos-Slynt;Undirected;4;3;M
Hobb;Othell-Yarwyck;Undirected;3;3;M
Hobb;Owen;Undirected;3;3;M
Hobb;SAM;Undirected;3;3;M
Hodor;Jojen-Reed;Undirected;24;3;M
Hodor;Meera-Reed;Undirected;28;3;M
Hoster-Tully;Jaime-Lannister;Undirected;4;3;M
Hoster-Tully;Lothar-Frey;Undirected;5;3;M
Hoster-Tully;Lysa-Arryn;Undirected;6;3;M
Hoster-Tully;ROBB;Undirected;4;3;M
Hoster-Tully;Tansy;Undirected;5;3;M
Hoster-Tully;Vyman;Undirected;4;3;M
Hot-Pie;Lem;Undirected;7;3;M
Hot-Pie;Sharna;Undirected;3;3;M
Hot-Pie;Tom-of-Sevenstreams;Undirected;4;3;M
Husband;Lem;Undirected;4;3;M
Ilyn-Payne;Joffrey-Baratheon;Undirected;9;3;M
Ilyn-Payne;Meryn-Trant;Undirected;6;3;M
Ilyn-Payne;Polliver;Undirected;5;3;M
Ilyn-Payne;Rafford;Undirected;6;3;M
Ilyn-Payne;Sandor-Clegane;Undirected;5;3;M
Ilyn-Payne;Tickler;Undirected;6;3;M
Ilyn-Payne;Tyrion-Lannister;Undirected;6;3;M
Irri;Jhiqui;Undirected;15;3;F
Irri;JORAH;Undirected;3;3;F
Irri;Missandei;Undirected;4;3;F
Jack-Be-Lucky;Lem;Undirected;5;3;M
Jack-Bulwer;Thoros-of-Myr;Undirected;5;3;M
Jaime-Lannister;Joffrey-Baratheon;Undirected;21;3;M
Jaime-Lannister;Lem;Undirected;6;3;M
Jaime-Lannister;Loras-Tyrell;Undirected;24;3;M
Jaime-Lannister;Lysa-Arryn;Undirected;3;3;M
Jaime-Lannister;Meryn-Trant;Undirected;9;3;M
Jaime-Lannister;Oberyn-Martell;Undirected;3;3;M
Jaime-Lannister;Osmund-Kettleblack;Undirected;5;3;M
Jaime-Lannister;Qyburn;Undirected;21;3;M
Jaime-Lannister;Renly-Baratheon;Undirected;9;3;M
Jaime-Lannister;Rickard-Karstark;Undirected;4;3;M
Jaime-Lannister;ROBB;Undirected;17;3;M
Jaime-Lannister;ROBERT;Undirected;18;3;M
Jaime-Lannister;Robin-Ryger;Undirected;9;3;M
Jaime-Lannister;Roose-Bolton;Undirected;17;3;M
Jaime-Lannister;Rorge;Undirected;9;3;M
Jaime-Lannister;Sansa-Stark;Undirected;9;3;M
Jaime-Lannister;Shagwell;Undirected;4;3;M
Jaime-Lannister;Stannis-Baratheon;Undirected;6;3;M
Jaime-Lannister;Thoros-of-Myr;Undirected;3;3;M
Jaime-Lannister;Tommen-Baratheon;Undirected;10;3;M
Jaime-Lannister;Tyrion-Lannister;Undirected;33;3;M
Jaime-Lannister;Tywin-Lannister;Undirected;16;3;M
Jaime-Lannister;Urswyck;Undirected;11;3;M
Jaime-Lannister;Vargo-Hoat;Undirected;16;3;M
Jaime-Lannister;VARYS;Undirected;5;3;M
Jaime-Lannister;Walton;Undirected;18;3;M
Janos-Slynt;JON;Undirected;10;3;M
Janos-Slynt;Mance-Rayder;Undirected;6;3;M
Janos-Slynt;Othell-Yarwyck;Undirected;9;3;M
Janos-Slynt;SAM;Undirected;7;3;M
Janos-Slynt;Stannis-Baratheon;Undirected;4;3;M
Janos-Slynt;Tyrion-Lannister;Undirected;5;3;M
Jarl;JON;Undirected;21;3;M
Jarl;Mance-Rayder;Undirected;8;3;M
Jarl;Rattleshirt;Undirected;6;3;M
Jarl;Styr;Undirected;16;3;M
Jarl;Val;Undirected;5;3;M
Jarl;Ygritte;Undirected;6;3;M
Jason-Mallister;Tytos-Blackwood;Undirected;3;3;M
Jeor-Mormont;JON;Undirected;19;3;M
Jeor-Mormont;Lark;Undirected;3;3;M
Jeor-Mormont;Othell-Yarwyck;Undirected;3;3;M
Jeor-Mormont;Qhorin-Halfhand;Undirected;6;3;M
Jeor-Mormont;SAM;Undirected;23;3;M
Jeor-Mormont;Small-Paul;Undirected;3;3;M
Jeor-Mormont;Thoren-Smallwood;Undirected;8;3;M
Jeor-Mormont;Tyrion-Lannister;Undirected;4;3;M
Jeyne-Westerling;Lothar-Frey;Undirected;4;3;M
Jeyne-Westerling;ROBB;Undirected;21;3;M
Jeyne-Westerling;Walder-Frey;Undirected;5;3;M
Jhiqui;JORAH;Undirected;5;3;M
Jhiqui;Missandei;Undirected;5;3;M
Jhogo;Rakharo;Undirected;4;3;M
Joanna-Lannister;Tywin-Lannister;Undirected;4;3;F
Joffrey-Baratheon;JON;Undirected;4;3;M
Joffrey-Baratheon;Kevan-Lannister;Undirected;11;3;M
Joffrey-Baratheon;Loras-Tyrell;Undirected;12;3;M
Joffrey-Baratheon;Mace-Tyrell;Undirected;10;3;M
Joffrey-Baratheon;Mance-Rayder;Undirected;5;3;M
Joffrey-Baratheon;Margaery-Tyrell;Undirected;44;3;M
Joffrey-Baratheon;Melisandre;Undirected;4;3;M
Joffrey-Baratheon;Meryn-Trant;Undirected;12;3;M
Joffrey-Baratheon;Mycah;Undirected;3;3;M
Joffrey-Baratheon;Myrcella-Baratheon;Undirected;6;3;M
Joffrey-Baratheon;Oberyn-Martell;Undirected;8;3;M
Joffrey-Baratheon;Olenna-Redwyne;Undirected;3;3;M
Joffrey-Baratheon;Osmund-Kettleblack;Undirected;9;3;M
Joffrey-Baratheon;Paxter-Redwyne;Undirected;5;3;M
Joffrey-Baratheon;LITTLEFINGER;Undirected;8;3;M
Joffrey-Baratheon;Polliver;Undirected;6;3;M
Joffrey-Baratheon;Pycelle;Undirected;9;3;M
Joffrey-Baratheon;Rafford;Undirected;6;3;M
Joffrey-Baratheon;Renly-Baratheon;Undirected;5;3;M
Joffrey-Baratheon;ROBB;Undirected;14;3;M
Joffrey-Baratheon;ROBERT;Undirected;9;3;M
Joffrey-Baratheon;Sandor-Clegane;Undirected;16;3;M
Joffrey-Baratheon;Sansa-Stark;Undirected;53;3;M
Joffrey-Baratheon;Selyse-Florent;Undirected;3;3;M
Joffrey-Baratheon;Shae;Undirected;3;3;M
Joffrey-Baratheon;Shireen-Baratheon;Undirected;3;3;M
Joffrey-Baratheon;Stannis-Baratheon;Undirected;17;3;M
Joffrey-Baratheon;Tickler;Undirected;6;3;M
Joffrey-Baratheon;Tommen-Baratheon;Undirected;20;3;M
Joffrey-Baratheon;Tyrion-Lannister;Undirected;95;3;M
Joffrey-Baratheon;Tywin-Lannister;Undirected;23;3;M
Joffrey-Baratheon;VARYS;Undirected;6;3;M
Jojen-Reed;Meera-Reed;Undirected;34;3;M
Jojen-Reed;SAM;Undirected;10;3;M
Jon-Arryn;Lysa-Arryn;Undirected;4;3;M
Jon-Arryn;Robert-Arryn;Undirected;3;3;M
Jon-Arryn;ROBERT;Undirected;4;3;M
JON;Kegs;Undirected;5;3;M
JON;Mag-Mar-Tun-Doh-Weg;Undirected;3;3;M
JON;Mance-Rayder;Undirected;83;3;M
JON;Melisandre;Undirected;9;3;M
JON;Mully;Undirected;4;3;M
JON;Orell;Undirected;6;3;M
JON;Owen;Undirected;14;3;M
JON;Pypar;Undirected;27;3;M
JON;Qhorin-Halfhand;Undirected;23;3;M
JON;Rattleshirt;Undirected;23;3;M
JON;ROBB;Undirected;12;3;M
JON;ROBERT;Undirected;5;3;M
JON;Ryk;Undirected;11;3;M
JON;SAM;Undirected;50;3;M
JON;Satin;Undirected;33;3;M
JON;Spare-Boot;Undirected;5;3;M
JON;Stannis-Baratheon;Undirected;12;3;M
JON;Styr;Undirected;40;3;M
JON;Theon-Greyjoy;Undirected;8;3;M
JON;Tormund;Undirected;23;3;M
JON;Val;Undirected;11;3;M
JON;Varamyr;Undirected;7;3;M
JON;Ygritte;Undirected;54;3;M
JON;Zei;Undirected;3;3;M
Jon-Umber-(Greatjon);Jon-Umber-(Smalljon);Undirected;4;3;M
Jon-Umber-(Greatjon);Maege-Mormont;Undirected;3;3;M
Jon-Umber-(Greatjon);Rickard-Karstark;Undirected;7;3;M
Jon-Umber-(Greatjon);ROBB;Undirected;15;3;M
Jon-Umber-(Greatjon);Robin-Flint;Undirected;3;3;M
Jon-Umber-(Greatjon);Walder-Frey;Undirected;4;3;M
Jon-Umber-(Greatjon);Wendel-Manderly;Undirected;3;3;M
Jon-Umber-(Smalljon);ROBB;Undirected;5;3;M
Jonothor-Darry;Lewyn-Martell;Undirected;3;3;M
Jonothor-Darry;Oswell-Whent;Undirected;3;3;M
JORAH;Mero;Undirected;9;3;M
JORAH;Missandei;Undirected;3;3;M
JORAH;Rhaegar-Targaryen;Undirected;5;3;M
Joramun;Mance-Rayder;Undirected;3;3;M
Kegs;Owen;Undirected;5;3;M
Kegs;Pypar;Undirected;3;3;M
Kegs;Satin;Undirected;4;3;M
Kegs;Spare-Boot;Undirected;4;3;M
Kella;Sansa-Stark;Undirected;3;3;F
Kevan-Lannister;Lancel-Lannister;Undirected;7;3;M
Kevan-Lannister;Pycelle;Undirected;3;3;M
Kevan-Lannister;Sansa-Stark;Undirected;5;3;M
Kevan-Lannister;Tommen-Baratheon;Undirected;3;3;M
Kevan-Lannister;Tyrion-Lannister;Undirected;11;3;M
Kevan-Lannister;Tywin-Lannister;Undirected;15;3;M
Kevan-Lannister;VARYS;Undirected;5;3;M
Kevan-Lannister;Willem-Lannister;Undirected;3;3;M
Khorane-Sathmantes;Salladhor-Saan;Undirected;4;3;F
Khorane-Sathmantes;Stannis-Baratheon;Undirected;3;3;F
Lamprey;Porridge;Undirected;3;3;M
Lark;SAM;Undirected;3;3;M
Lark;Small-Paul;Undirected;8;3;M
Lark;Softfoot;Undirected;3;3;M
Lem;Sandor-Clegane;Undirected;5;3;M
Lem;Sharna;Undirected;3;3;M
Lem;Tansy;Undirected;3;3;M
Lem;Thoros-of-Myr;Undirected;13;3;M
Lem;Tom-of-Sevenstreams;Undirected;21;3;M
Lewyn-Martell;Oswell-Whent;Undirected;3;3;M
Lollys-Stokeworth;Shae;Undirected;5;3;M
Lollys-Stokeworth;Symon-Silver-Tongue;Undirected;3;3;M
Lollys-Stokeworth;Tanda-Stokeworth;Undirected;7;3;M
Lollys-Stokeworth;Tyrion-Lannister;Undirected;8;3;M
Lollys-Stokeworth;VARYS;Undirected;5;3;M
Loras-Tyrell;Margaery-Tyrell;Undirected;10;3;M
Loras-Tyrell;Olenna-Redwyne;Undirected;5;3;M
Loras-Tyrell;Osmund-Kettleblack;Undirected;4;3;M
Loras-Tyrell;Renly-Baratheon;Undirected;8;3;M
Loras-Tyrell;Sansa-Stark;Undirected;13;3;M
Loras-Tyrell;Tyrion-Lannister;Undirected;10;3;M
Loras-Tyrell;Willas-Tyrell;Undirected;4;3;M
Lothar-Frey;Marq-Piper;Undirected;3;3;M
Lothar-Frey;Merrett-Frey;Undirected;3;3;M
Lothar-Frey;ROBB;Undirected;12;3;M
Lothar-Frey;Roose-Bolton;Undirected;3;3;M
Lothar-Frey;Roslin-Frey;Undirected;4;3;M
Lothar-Frey;Walder-Frey;Undirected;6;3;M
Lothar-Frey;Walder-Rivers;Undirected;3;3;M
Lothor-Brune;LITTLEFINGER;Undirected;5;3;M
Lothor-Brune;Sansa-Stark;Undirected;6;3;M
Luwin;Nan;Undirected;5;3;M
Lysa-Arryn;Marillion;Undirected;10;3;F
Lysa-Arryn;Mathis-Rowan;Undirected;3;3;F
Lysa-Arryn;LITTLEFINGER;Undirected;29;3;F
Lysa-Arryn;Robert-Arryn;Undirected;7;3;F
Lysa-Arryn;ROBERT;Undirected;3;3;F
Lysa-Arryn;Sansa-Stark;Undirected;35;3;F
Lysa-Arryn;Tansy;Undirected;3;3;F
Lysa-Arryn;Tyrion-Lannister;Undirected;6;3;F
Lysa-Arryn;Tywin-Lannister;Undirected;4;3;F
Mace-Tyrell;Margaery-Tyrell;Undirected;5;3;M
Mace-Tyrell;Oberyn-Martell;Undirected;15;3;M
Mace-Tyrell;Olenna-Redwyne;Undirected;3;3;M
Mace-Tyrell;Paxter-Redwyne;Undirected;4;3;M
Mace-Tyrell;Sansa-Stark;Undirected;9;3;M
Mace-Tyrell;Stannis-Baratheon;Undirected;5;3;M
Mace-Tyrell;Tyrion-Lannister;Undirected;15;3;M
Mace-Tyrell;Tywin-Lannister;Undirected;10;3;M
Mace-Tyrell;Willas-Tyrell;Undirected;4;3;M
Maege-Mormont;ROBB;Undirected;3;3;
Maegor-I-Targaryen;VARYS;Undirected;3;3;M
Mallador-Locke;Thoren-Smallwood;Undirected;4;3;M
Mance-Rayder;Pypar;Undirected;4;3;M
Mance-Rayder;Qhorin-Halfhand;Undirected;9;3;M
Mance-Rayder;Rattleshirt;Undirected;12;3;M
Mance-Rayder;SAM;Undirected;10;3;M
Mance-Rayder;Styr;Undirected;14;3;M
Mance-Rayder;Thoren-Smallwood;Undirected;4;3;M
Mance-Rayder;Tormund;Undirected;20;3;M
Mance-Rayder;Val;Undirected;8;3;M
Mance-Rayder;Varamyr;Undirected;6;3;M
Mance-Rayder;Ygritte;Undirected;14;3;M
Mandon-Moore;Tyrion-Lannister;Undirected;3;3;M
Mandon-Moore;VARYS;Undirected;3;3;M
Margaery-Tyrell;Olenna-Redwyne;Undirected;4;3;M
Margaery-Tyrell;Renly-Baratheon;Undirected;6;3;M
Margaery-Tyrell;Sansa-Stark;Undirected;34;3;M
Margaery-Tyrell;Tommen-Baratheon;Undirected;5;3;M
Margaery-Tyrell;Tyrion-Lannister;Undirected;10;3;M
Margaery-Tyrell;Willas-Tyrell;Undirected;5;3;M
Marillion;Robert-Arryn;Undirected;3;3;
Marillion;Sansa-Stark;Undirected;12;3;
Marq-Piper;ROBB;Undirected;3;3;M
Martyn-Lannister;Tywin-Lannister;Undirected;3;3;M
Martyn-Lannister;Willem-Lannister;Undirected;3;3;M
Mathis-Rowan;Paxter-Redwyne;Undirected;8;3;M
Meera-Reed;SAM;Undirected;5;3;F
Megga-Tyrell;Sansa-Stark;Undirected;6;3;
Melisandre;Salladhor-Saan;Undirected;6;3;F
Melisandre;SAM;Undirected;7;3;F
Melisandre;Selyse-Florent;Undirected;9;3;F
Melisandre;Stannis-Baratheon;Undirected;38;3;F
Merrett-Frey;LITTLEFINGER;Undirected;3;3;
Meryn-Trant;Osmund-Kettleblack;Undirected;4;3;M
Meryn-Trant;Polliver;Undirected;5;3;M
Meryn-Trant;Rafford;Undirected;6;3;M
Meryn-Trant;Sandor-Clegane;Undirected;5;3;M
Meryn-Trant;Sansa-Stark;Undirected;3;3;M
Meryn-Trant;Tickler;Undirected;6;3;M
Meryn-Trant;Tyrion-Lannister;Undirected;5;3;M
Mordane;Sansa-Stark;Undirected;4;3;
Mully;Owen;Undirected;3;3;F
Mully;Satin;Undirected;4;3;F
Mully;Spare-Boot;Undirected;3;3;F
Munda;Tormund;Undirected;4;3;F
Mycah;Sandor-Clegane;Undirected;6;3;F
Myrcella-Baratheon;Sansa-Stark;Undirected;4;3;F
Myrcella-Baratheon;Tommen-Baratheon;Undirected;7;3;F
Myrcella-Baratheon;Tyrion-Lannister;Undirected;4;3;F
Nage;Walton;Undirected;3;3;
Oberyn-Martell;Sansa-Stark;Undirected;3;3;M
Oberyn-Martell;Tyrion-Lannister;Undirected;41;3;M
Oberyn-Martell;Tywin-Lannister;Undirected;9;3;M
Oberyn-Martell;Viserys-Targaryen;Undirected;4;3;M
Olenna-Redwyne;Sansa-Stark;Undirected;12;3;F
Olenna-Redwyne;Tyrion-Lannister;Undirected;3;3;F
Olyvar-Frey;ROBB;Undirected;8;3;M
Olyvar-Frey;Ryman-Frey;Undirected;4;3;M
Orell;Ygritte;Undirected;3;3;M
Osmund-Kettleblack;Sansa-Stark;Undirected;4;3;M
Osmund-Kettleblack;Tyrion-Lannister;Undirected;5;3;M
Oswell-Kettleblack;LITTLEFINGER;Undirected;4;3;M
Oswell-Kettleblack;Sansa-Stark;Undirected;5;3;M
Othell-Yarwyck;Pypar;Undirected;3;3;M
Ottyn-Wythers;Thoren-Smallwood;Undirected;6;3;M
Owen;Pypar;Undirected;4;3;M
Owen;ROBERT;Undirected;3;3;M
Owen;Satin;Undirected;4;3;M
Owen;Spare-Boot;Undirected;4;3;M
Patchface;Shireen-Baratheon;Undirected;3;3;M
Paxter-Redwyne;Tyrion-Lannister;Undirected;4;3;M
Perwyn-Frey;ROBB;Undirected;3;3;M
LITTLEFINGER;ROBB;Undirected;6;3;M
LITTLEFINGER;Robert-Arryn;Undirected;4;3;M
LITTLEFINGER;Roose-Bolton;Undirected;3;3;M
LITTLEFINGER;Sansa-Stark;Undirected;31;3;M
LITTLEFINGER;Tyrion-Lannister;Undirected;14;3;M
LITTLEFINGER;Tywin-Lannister;Undirected;5;3;M
LITTLEFINGER;Yohn-Royce;Undirected;3;3;M
Petyr-Frey;Ryman-Frey;Undirected;4;3;M
Petyr-Frey;Walder-Frey;Undirected;4;3;M
Podrick-Payne;Sansa-Stark;Undirected;7;3;M
Podrick-Payne;Tyrion-Lannister;Undirected;27;3;M
Podrick-Payne;Tywin-Lannister;Undirected;4;3;M
Polliver;Rafford;Undirected;10;3;M
Polliver;Sandor-Clegane;Undirected;19;3;M
Polliver;Sansa-Stark;Undirected;3;3;M
Polliver;Tickler;Undirected;16;3;M
Prendahl-na-Ghezn;Sallor;Undirected;6;3;M
Pycelle;Tyrion-Lannister;Undirected;12;3;M
Pycelle;Tywin-Lannister;Undirected;5;3;M
Pycelle;VARYS;Undirected;5;3;M
Pylos;Shireen-Baratheon;Undirected;4;3;M
Pylos;Stannis-Baratheon;Undirected;4;3;M
Pypar;SAM;Undirected;15;3;M
Pypar;Satin;Undirected;4;3;M
Qhorin-Halfhand;Ragwyle;Undirected;3;3;M
Qhorin-Halfhand;Rattleshirt;Undirected;7;3;M
Qhorin-Halfhand;SAM;Undirected;3;3;M
Qhorin-Halfhand;Ygritte;Undirected;5;3;M
Qyburn;Roose-Bolton;Undirected;3;3;M
Qyburn;Walton;Undirected;4;3;M
Rafford;Sandor-Clegane;Undirected;7;3;M
Rafford;Tickler;Undirected;10;3;M
Ramsay-Snow;ROBB;Undirected;4;3;M
Ramsay-Snow;Roose-Bolton;Undirected;4;3;M
Randyll-Tarly;Robett-Glover;Undirected;3;3;M
Rattleshirt;Ryk;Undirected;4;3;M
Rattleshirt;Styr;Undirected;8;3;M
Rattleshirt;Tormund;Undirected;5;3;M
Rattleshirt;Weeper;Undirected;5;3;M
Rattleshirt;Ygritte;Undirected;11;3;M
Raynald-Westerling;ROBB;Undirected;8;3;M
Raynald-Westerling;Rollam-Westerling;Undirected;3;3;M
Renly-Baratheon;ROBERT;Undirected;4;3;M
Renly-Baratheon;Sansa-Stark;Undirected;4;3;M
Renly-Baratheon;Stannis-Baratheon;Undirected;17;3;M
Renly-Baratheon;Tyrion-Lannister;Undirected;5;3;M
Renly-Baratheon;VARYS;Undirected;4;3;M
Rhaegar-Targaryen;Rhaella-Targaryen;Undirected;3;3;M
Rhaegar-Targaryen;ROBERT;Undirected;8;3;M
Rhaegar-Targaryen;Viserys-Targaryen;Undirected;7;3;M
Rhaella-Targaryen;Viserys-Targaryen;Undirected;3;3;F
Rickard-Karstark;ROBB;Undirected;16;3;M
Rickon-Stark;ROBB;Undirected;13;3;M
Rickon-Stark;Sansa-Stark;Undirected;7;3;M
Rickon-Stark;Theon-Greyjoy;Undirected;8;3;M
ROBB;Robin-Flint;Undirected;3;3;M
ROBB;Rollam-Westerling;Undirected;4;3;M
ROBB;Rolph-Spicer;Undirected;5;3;M
ROBB;Roose-Bolton;Undirected;11;3;M
ROBB;Roslin-Frey;Undirected;4;3;M
ROBB;Ryman-Frey;Undirected;8;3;M
ROBB;Sansa-Stark;Undirected;17;3;M
ROBB;Stannis-Baratheon;Undirected;4;3;M
ROBB;Stevron-Frey;Undirected;4;3;M
ROBB;Sybell-Spicer;Undirected;3;3;M
ROBB;Theon-Greyjoy;Undirected;11;3;M
ROBB;Tristifer-IV-Mudd;Undirected;3;3;M
ROBB;Tyrion-Lannister;Undirected;15;3;M
ROBB;Tywin-Lannister;Undirected;15;3;M
ROBB;Utherydes-Wayn;Undirected;3;3;M
ROBB;Walder-Frey;Undirected;27;3;M
ROBB;Walder-Rivers;Undirected;4;3;M
ROBB;Willem-Lannister;Undirected;3;3;M
Robert-Arryn;Sansa-Stark;Undirected;9;3;M
ROBERT;Sandor-Clegane;Undirected;5;3;M
ROBERT;Sansa-Stark;Undirected;3;3;M
ROBERT;Stannis-Baratheon;Undirected;7;3;M
ROBERT;Thoros-of-Myr;Undirected;6;3;M
ROBERT;Tyrion-Lannister;Undirected;8;3;M
ROBERT;Tywin-Lannister;Undirected;9;3;M
ROBERT;VARYS;Undirected;4;3;M
ROBERT;Viserys-Targaryen;Undirected;6;3;M
Robin-Flint;Wendel-Manderly;Undirected;3;3;M
Roose-Bolton;Ryman-Frey;Undirected;3;3;M
Roose-Bolton;Tyrion-Lannister;Undirected;6;3;M
Roose-Bolton;Tywin-Lannister;Undirected;4;3;M
Roose-Bolton;Vargo-Hoat;Undirected;6;3;M
Roose-Bolton;Walton;Undirected;6;3;M
Rorge;Shagwell;Undirected;4;3;M
Rorge;Vargo-Hoat;Undirected;3;3;M
Rorge;Zollo;Undirected;5;3;M
Roslin-Frey;Walder-Frey;Undirected;6;3;F
Ryk;Tormund;Undirected;6;3;M
Ryk;Ygritte;Undirected;8;3;M
Ryman-Frey;Stevron-Frey;Undirected;4;3;M
Salladhor-Saan;Stannis-Baratheon;Undirected;6;3;M
SAM;Small-Paul;Undirected;19;3;M
SAM;Stannis-Baratheon;Undirected;18;3;M
Sandor-Clegane;Sansa-Stark;Undirected;8;3;M
Sandor-Clegane;Thoros-of-Myr;Undirected;13;3;M
Sandor-Clegane;Tickler;Undirected;14;3;M
Sandor-Clegane;Tyrion-Lannister;Undirected;4;3;M
Sansa-Stark;Shae;Undirected;8;3;F
Sansa-Stark;Tanda-Stokeworth;Undirected;3;3;F
Sansa-Stark;Tommen-Baratheon;Undirected;3;3;F
Sansa-Stark;Tyrion-Lannister;Undirected;78;3;F
Sansa-Stark;Tysha;Undirected;3;3;F
Sansa-Stark;Tywin-Lannister;Undirected;3;3;F
Sansa-Stark;VARYS;Undirected;4;3;F
Sansa-Stark;Willas-Tyrell;Undirected;5;3;F
Satin;Spare-Boot;Undirected;4;3;M
Selyse-Florent;Stannis-Baratheon;Undirected;12;3;F
Shae;Symon-Silver-Tongue;Undirected;3;3;F
Shae;Tanda-Stokeworth;Undirected;3;3;F
Shae;Tyrion-Lannister;Undirected;23;3;F
Shae;VARYS;Undirected;11;3;F
Sharna;Tom-of-Sevenstreams;Undirected;3;3;F
Shireen-Baratheon;Stannis-Baratheon;Undirected;3;3;F
Shireen-Baratheon;Tommen-Baratheon;Undirected;3;3;F
Simon-Toyne;Smiling-Knight;Undirected;3;3;M
Stannis-Baratheon;Tommen-Baratheon;Undirected;3;3;M
Stannis-Baratheon;Tyrion-Lannister;Undirected;7;3;M
Stannis-Baratheon;Tywin-Lannister;Undirected;15;3;M
Styr;Tormund;Undirected;5;3;M
Styr;Ygritte;Undirected;9;3;M
Symon-Silver-Tongue;Tyrion-Lannister;Undirected;7;3;M
Tanda-Stokeworth;Tyrion-Lannister;Undirected;5;3;M
Tansy;Tom-of-Sevenstreams;Undirected;3;3;M
Tion-Frey;Willem-Lannister;Undirected;6;3;M
Tommen-Baratheon;Tyrion-Lannister;Undirected;8;3;M
Tommen-Baratheon;Tywin-Lannister;Undirected;5;3;M
Tormund;Ygritte;Undirected;11;3;M
Tyrion-Lannister;Tysha;Undirected;3;3;M
Tyrion-Lannister;Tywin-Lannister;Undirected;44;3;M
Tyrion-Lannister;VARYS;Undirected;27;3;M
Tyrion-Lannister;Viserys-Targaryen;Undirected;4;3;M
Tyrion-Lannister;Willas-Tyrell;Undirected;5;3;M
Tywin-Lannister;VARYS;Undirected;5;3;M
Tywin-Lannister;Walder-Frey;Undirected;4;3;M
Vargo-Hoat;Zollo;Undirected;3;3;M
