Source;Target;Type;Weight;book;Gender
Jaqen-Hghar;Rorge;Undirected;16;2;M
Jaqen-Hghar;Weese;Undirected;4;2;M
Jaqen-Hghar;Yoren;Undirected;3;2;M
Jaremy-Rykker;Jeor-Mormont;Undirected;3;2;M
Jaremy-Rykker;Thoren-Smallwood;Undirected;3;2;M
Jarman-Buckwell;Jeor-Mormont;Undirected;4;2;M
Jarman-Buckwell;JON;Undirected;4;2;M
Jarman-Buckwell;Thoren-Smallwood;Undirected;6;2;M
Jason-Mallister;Theon-Greyjoy;Undirected;4;2;M
Jeor-Mormont;JON;Undirected;63;2;M
Jeor-Mormont;JORAH;Undirected;3;2;M
Jeor-Mormont;Mance-Rayder;Undirected;4;2;M
Jeor-Mormont;Ottyn-Wythers;Undirected;3;2;M
Jeor-Mormont;Qhorin-Halfhand;Undirected;12;2;M
Jeor-Mormont;SAM;Undirected;17;2;M
Jeor-Mormont;Thoren-Smallwood;Undirected;11;2;M
Jhogo;JORAH;Undirected;6;2;M
Joffrey-Baratheon;Lancel-Lannister;Undirected;4;2;M
Joffrey-Baratheon;Loras-Tyrell;Undirected;3;2;M
Joffrey-Baratheon;Mace-Tyrell;Undirected;4;2;M
Joffrey-Baratheon;Mandon-Moore;Undirected;8;2;M
Joffrey-Baratheon;Margaery-Tyrell;Undirected;6;2;M
Joffrey-Baratheon;Meryn-Trant;Undirected;19;2;M
Joffrey-Baratheon;Myrcella-Baratheon;Undirected;13;2;M
Joffrey-Baratheon;Osmund-Kettleblack;Undirected;9;2;M
Joffrey-Baratheon;LITTLEFINGER;Undirected;20;2;M
Joffrey-Baratheon;Polliver;Undirected;3;2;M
Joffrey-Baratheon;Pycelle;Undirected;6;2;M
Joffrey-Baratheon;Rafford;Undirected;3;2;M
Joffrey-Baratheon;Renly-Baratheon;Undirected;11;2;M
Joffrey-Baratheon;ROBB;Undirected;16;2;M
Joffrey-Baratheon;ROBERT;Undirected;20;2;M
Joffrey-Baratheon;Sandor-Clegane;Undirected;27;2;M
Joffrey-Baratheon;Sansa-Stark;Undirected;76;2;M
Joffrey-Baratheon;Stannis-Baratheon;Undirected;21;2;M
Joffrey-Baratheon;Tickler;Undirected;4;2;M
Joffrey-Baratheon;Tommen-Baratheon;Undirected;23;2;M
Joffrey-Baratheon;Tyrion-Lannister;Undirected;92;2;M
Joffrey-Baratheon;Tywin-Lannister;Undirected;11;2;M
Joffrey-Baratheon;VARYS;Undirected;24;2;M
Joffrey-Baratheon;Yoren;Undirected;3;2;M
Jojen-Reed;Luwin;Undirected;7;2;M
Jojen-Reed;Meera-Reed;Undirected;18;2;M
Jojen-Reed;Osha;Undirected;4;2;M
Jojen-Reed;Rickon-Stark;Undirected;5;2;M
Jon-Fossoway;Mathis-Rowan;Undirected;3;2;M
JON;Lark;Undirected;4;2;M
JON;Mance-Rayder;Undirected;4;2;M
JON;Nan;Undirected;4;2;M
JON;Ottyn-Wythers;Undirected;3;2;M
JON;Qhorin-Halfhand;Undirected;47;2;M
JON;Rattleshirt;Undirected;7;2;M
JON;Rickon-Stark;Undirected;5;2;M
JON;ROBB;Undirected;13;2;M
JON;ROBERT;Undirected;6;2;M
JON;SAM;Undirected;52;2;M
JON;Stonesnake;Undirected;13;2;M
JON;Thoren-Smallwood;Undirected;4;2;M
JON;Ygritte;Undirected;12;2;M
Jon-Umber-(Greatjon);ROBB;Undirected;8;2;M
JORAH;Pono;Undirected;3;2;M
JORAH;Rakharo;Undirected;3;2;M
JORAH;Rhaegar-Targaryen;Undirected;4;2;M
JORAH;ROBERT;Undirected;7;2;M
Koss;Yoren;Undirected;5;2;M
Kyra;Theon-Greyjoy;Undirected;4;2;F
Lancel-Lannister;ROBERT;Undirected;4;2;M
Lancel-Lannister;Sansa-Stark;Undirected;3;2;M
Lancel-Lannister;Tyrion-Lannister;Undirected;18;2;M
Lancel-Lannister;VARYS;Undirected;3;2;M
Leobald-Tallhart;Rodrik-Cassel;Undirected;5;2;M
Lollys-Stokeworth;Tanda-Stokeworth;Undirected;7;2;M
Lommy-Greenhands;Weasel;Undirected;7;2;M
Lommy-Greenhands;Woth;Undirected;3;2;M
Lommy-Greenhands;Yoren;Undirected;13;2;M
Loras-Tyrell;Mace-Tyrell;Undirected;6;2;M
Loras-Tyrell;Renly-Baratheon;Undirected;14;2;M
Loras-Tyrell;ROBERT;Undirected;3;2;M
Loras-Tyrell;Stannis-Baratheon;Undirected;4;2;M
Loras-Tyrell;Tyrion-Lannister;Undirected;8;2;M
Lorent-Caswell;Renly-Baratheon;Undirected;3;2;M
Lorren;Squint;Undirected;3;2;M
Lorren;Theon-Greyjoy;Undirected;7;2;M
Lorren;Urzen;Undirected;3;2;M
Lorren;Wex-Pyke;Undirected;4;2;M
Luwin;Meera-Reed;Undirected;4;2;M
Luwin;Osha;Undirected;12;2;M
Luwin;Rickon-Stark;Undirected;12;2;M
Luwin;ROBB;Undirected;6;2;M
Luwin;Rodrik-Cassel;Undirected;18;2;M
Luwin;Theon-Greyjoy;Undirected;17;2;M
Luwin;Walder-Frey-(son-of-Merrett);Undirected;4;2;M
Lysa-Arryn;Tyrion-Lannister;Undirected;5;2;F
Mace-Tyrell;Paxter-Redwyne;Undirected;3;2;M
Mace-Tyrell;Randyll-Tarly;Undirected;3;2;M
Mace-Tyrell;Renly-Baratheon;Undirected;4;2;M
Mace-Tyrell;Stannis-Baratheon;Undirected;3;2;M
Mance-Rayder;Qhorin-Halfhand;Undirected;4;2;M
Mance-Rayder;Thoren-Smallwood;Undirected;3;2;M
Mandon-Moore;Sandor-Clegane;Undirected;5;2;M
Mandon-Moore;Sansa-Stark;Undirected;3;2;M
Mandon-Moore;Tyrion-Lannister;Undirected;16;2;M
Margaery-Tyrell;Renly-Baratheon;Undirected;13;2;F
Margaery-Tyrell;Sansa-Stark;Undirected;4;2;F
Margaery-Tyrell;VARYS;Undirected;3;2;F
Martyn-Rivers;ROBB;Undirected;3;2;M
Mathis-Rowan;Randyll-Tarly;Undirected;4;2;M
Mathis-Rowan;Renly-Baratheon;Undirected;8;2;M
Mathis-Rowan;Stannis-Baratheon;Undirected;3;2;M
Meera-Reed;Osha;Undirected;6;2;F
Meera-Reed;Rickon-Stark;Undirected;6;2;F
Melisandre;Renly-Baratheon;Undirected;4;2;F
Melisandre;Selyse-Florent;Undirected;6;2;F
Melisandre;Stannis-Baratheon;Undirected;14;2;F
Meryn-Trant;Osmund-Kettleblack;Undirected;8;2;M
Meryn-Trant;Polliver;Undirected;3;2;M
Meryn-Trant;Rafford;Undirected;3;2;M
Meryn-Trant;Sandor-Clegane;Undirected;10;2;M
Meryn-Trant;Tickler;Undirected;5;2;M
Meryn-Trant;Tyrion-Lannister;Undirected;7;2;M
Mikken;Osha;Undirected;3;2;M
Mikken;Theon-Greyjoy;Undirected;4;2;M
Monford-Velaryon;Stannis-Baratheon;Undirected;3;2;M
Myrcella-Baratheon;ROBB;Undirected;3;2;
Myrcella-Baratheon;Robert-Arryn;Undirected;4;2;
Myrcella-Baratheon;Sandor-Clegane;Undirected;4;2;
Myrcella-Baratheon;Sansa-Stark;Undirected;6;2;
Myrcella-Baratheon;Tommen-Baratheon;Undirected;12;2;
Myrcella-Baratheon;Trystane-Martell;Undirected;4;2;
Myrcella-Baratheon;Tyrion-Lannister;Undirected;8;2;
Olyvar-Frey;ROBB;Undirected;4;2;M
Osha;Rickon-Stark;Undirected;8;2;F
Osha;ROBB;Undirected;3;2;F
Osha;Theon-Greyjoy;Undirected;4;2;F
Osmund-Kettleblack;Osney-Kettleblack;Undirected;4;2;M
Osmund-Kettleblack;Sansa-Stark;Undirected;4;2;M
Osmund-Kettleblack;Tyrion-Lannister;Undirected;7;2;M
Ottyn-Wythers;SAM;Undirected;3;2;M
Palla;Theon-Greyjoy;Undirected;3;2;F
Patchface;Stannis-Baratheon;Undirected;6;2;M
Perwyn-Frey;ROBB;Undirected;3;2;M
Perwyn-Frey;Wendel-Manderly;Undirected;3;2;M
LITTLEFINGER;Podrick-Payne;Undirected;4;2;M
LITTLEFINGER;Pycelle;Undirected;8;2;M
LITTLEFINGER;Renly-Baratheon;Undirected;5;2;M
LITTLEFINGER;Sansa-Stark;Undirected;4;2;M
LITTLEFINGER;Stannis-Baratheon;Undirected;8;2;M
LITTLEFINGER;Tyrion-Lannister;Undirected;41;2;M
LITTLEFINGER;VARYS;Undirected;27;2;M
Podrick-Payne;Tyrion-Lannister;Undirected;13;2;M
Polliver;Rafford;Undirected;7;2;M
Polliver;Sandor-Clegane;Undirected;3;2;M
Polliver;Tickler;Undirected;3;2;M
Polliver;Weese;Undirected;3;2;M
Preston-Greenfield;Tyrion-Lannister;Undirected;3;2;M
Pyat-Pree;Xaro-Xhoan-Daxos;Undirected;10;2;M
Pycelle;ROBERT;Undirected;3;2;M
Pycelle;Shagga;Undirected;4;2;M
Pycelle;Stannis-Baratheon;Undirected;3;2;M
Pycelle;Tyrion-Lannister;Undirected;21;2;M
Pycelle;VARYS;Undirected;9;2;M
Pylos;Shireen-Baratheon;Undirected;5;2;M
Pylos;Stannis-Baratheon;Undirected;11;2;M
Qhorin-Halfhand;Rattleshirt;Undirected;3;2;M
Qhorin-Halfhand;Stonesnake;Undirected;6;2;M
Qhorin-Halfhand;Thoren-Smallwood;Undirected;3;2;M
Qyburn;Roose-Bolton;Undirected;3;2;M
Rafford;Sandor-Clegane;Undirected;3;2;M
Rafford;Tickler;Undirected;4;2;M
Ramsay-Snow;Reek;Undirected;4;2;M
Ramsay-Snow;ROBB;Undirected;3;2;M
Ramsay-Snow;Rodrik-Cassel;Undirected;5;2;M
Ramsay-Snow;Roose-Bolton;Undirected;5;2;M
Randyll-Tarly;Renly-Baratheon;Undirected;6;2;M
Randyll-Tarly;Stannis-Baratheon;Undirected;3;2;M
Rattleshirt;Ygritte;Undirected;4;2;M
Ramsay-Snow;Theon-Greyjoy;Undirected;14;2;M
Renly-Baratheon;ROBB;Undirected;22;2;M
Renly-Baratheon;ROBERT;Undirected;29;2;M
Renly-Baratheon;Sansa-Stark;Undirected;4;2;M
Renly-Baratheon;Stannis-Baratheon;Undirected;70;2;M
Renly-Baratheon;Steffon-Baratheon;Undirected;3;2;M
Renly-Baratheon;Tyrion-Lannister;Undirected;14;2;M
Renly-Baratheon;Tywin-Lannister;Undirected;3;2;M
Renly-Baratheon;VARYS;Undirected;5;2;M
Rhaegar-Targaryen;ROBERT;Undirected;5;2;M
Rhaegar-Targaryen;Viserys-Targaryen;Undirected;3;2;M
Rhaenys-Targaryen;Visenya-Targaryen;Undirected;3;2;M
Rickard-Karstark;ROBB;Undirected;3;2;M
Rickon-Stark;ROBB;Undirected;12;2;M
Rickon-Stark;Rodrik-Cassel;Undirected;3;2;M
Rickon-Stark;Sansa-Stark;Undirected;5;2;M
Rickon-Stark;Theon-Greyjoy;Undirected;8;2;M
Rickon-Stark;Walder-Frey-(son-of-Merrett);Undirected;5;2;M
ROBB;ROBERT;Undirected;3;2;M
ROBB;Rodrik-Cassel;Undirected;9;2;M
ROBB;Roose-Bolton;Undirected;7;2;M
ROBB;Sansa-Stark;Undirected;11;2;M
ROBB;Stafford-Lannister;Undirected;5;2;M
ROBB;Stannis-Baratheon;Undirected;12;2;M
ROBB;Theon-Greyjoy;Undirected;21;2;M
ROBB;Tyrion-Lannister;Undirected;18;2;M
ROBB;Tywin-Lannister;Undirected;6;2;M
ROBB;VARYS;Undirected;3;2;M
ROBB;Walder-Frey;Undirected;6;2;M
ROBB;Wyman-Manderly;Undirected;3;2;M
ROBERT;Sansa-Stark;Undirected;6;2;M
ROBERT;Stannis-Baratheon;Undirected;25;2;M
ROBERT;Tyrion-Lannister;Undirected;10;2;M
ROBERT;Tywin-Lannister;Undirected;4;2;M
ROBERT;VARYS;Undirected;4;2;M
Robett-Glover;Rorge;Undirected;3;2;M
Robett-Glover;Vargo-Hoat;Undirected;3;2;M
Rodrik-Cassel;Roose-Bolton;Undirected;4;2;M
Rodrik-Cassel;Theon-Greyjoy;Undirected;12;2;M
Rodrik-Cassel;Walder-Frey-(son-of-Merrett);Undirected;3;2;M
Rodrik-Cassel;Wyman-Manderly;Undirected;6;2;M
Roose-Bolton;Tywin-Lannister;Undirected;5;2;M
Roose-Bolton;Vargo-Hoat;Undirected;6;2;M
Roose-Bolton;Walder-Frey;Undirected;3;2;M
Rorge;Vargo-Hoat;Undirected;3;2;M
Rorge;Yoren;Undirected;4;2;M
Salladhor-Saan;Stannis-Baratheon;Undirected;6;2;M
Sandor-Clegane;Sansa-Stark;Undirected;19;2;M
Sandor-Clegane;Tickler;Undirected;5;2;M
Sandor-Clegane;Tommen-Baratheon;Undirected;5;2;M
Sandor-Clegane;Tyrion-Lannister;Undirected;13;2;M
Sansa-Stark;Stannis-Baratheon;Undirected;8;2;F
Sansa-Stark;Tanda-Stokeworth;Undirected;4;2;F
Sansa-Stark;Tommen-Baratheon;Undirected;10;2;F
Sansa-Stark;Tyrion-Lannister;Undirected;31;2;F
Selyse-Florent;Stannis-Baratheon;Undirected;15;2;
Shadd;Wendel-Manderly;Undirected;3;2;M
Shae;Stannis-Baratheon;Undirected;3;2;F
Shae;Tyrion-Lannister;Undirected;30;2;F
Shae;Tysha;Undirected;3;2;F
Shae;VARYS;Undirected;16;2;F
Shagga;Timett;Undirected;4;2;F
Shagga;Tyrion-Lannister;Undirected;15;2;F
Squint;Theon-Greyjoy;Undirected;3;2;M
Stannis-Baratheon;Steffon-Baratheon;Undirected;3;2;M
Stannis-Baratheon;Tyrion-Lannister;Undirected;39;2;M
Stannis-Baratheon;Tywin-Lannister;Undirected;4;2;M
Stannis-Baratheon;VARYS;Undirected;5;2;M
Stonesnake;Ygritte;Undirected;3;2;M
Stygg;Theon-Greyjoy;Undirected;4;2;M
Stygg;Werlag;Undirected;3;2;M
Syrio-Forel;Yoren;Undirected;3;2;M
Tanda-Stokeworth;Tyrion-Lannister;Undirected;4;2;M
Theon-Greyjoy;Urzen;Undirected;3;2;M
Theon-Greyjoy;Victarion-Greyjoy;Undirected;3;2;M
Theon-Greyjoy;Werlag;Undirected;3;2;M
Theon-Greyjoy;Wex-Pyke;Undirected;14;2;M
Timett;Tyrion-Lannister;Undirected;10;2;M
Timett;VARYS;Undirected;3;2;M
Tommen-Baratheon;Tyrion-Lannister;Undirected;10;2;M
Tyrion-Lannister;Tysha;Undirected;4;2;M
Tyrion-Lannister;Tywin-Lannister;Undirected;6;2;M
Tyrion-Lannister;VARYS;Undirected;63;2;M
Tyrion-Lannister;Vylarr;Undirected;6;2;M
Tywin-Lannister;Vargo-Hoat;Undirected;4;2;M
Tywin-Lannister;Weese;Undirected;7;2;M
Walder-Frey-(son-of-Jammos);Walder-Frey-(son-of-Merrett);Undirected;5;2;M
Walder-Frey-(son-of-Merrett);Wex-Pyke;Undirected;4;2;M
Weasel;Weese;Undirected;6;2;M
Woth;Yoren;Undirected;4;2;M
Palla;Ramsay-Snow;Undirected;3;;F
