Source;Target;Type;Weight;book;Gender
JON;Stannis-Baratheon;undirected;6;4;M
Josmyn-Peckledon;Pia;undirected;6;4;M
Kevan-Lannister;Lancel-Lannister;undirected;10;4;M
Kevan-Lannister;Stannis-Baratheon;undirected;3;4;M
Kevan-Lannister;Tommen-Baratheon;undirected;6;4;M
Kevan-Lannister;Tyrion-Lannister;undirected;4;4;M
Kevan-Lannister;Tywin-Lannister;undirected;5;4;M
Kindly-Man;Waif;undirected;7;4;M
Kojja-Mo;SAM;undirected;8;4;F
Lambert-Turnberry;Tallad;undirected;3;4;M
Lancel-Lannister;Moon-Boy;undirected;11;4;M
Lancel-Lannister;Osmund-Kettleblack;undirected;13;4;M
Leo-Tyrell;Pate-(novice);undirected;8;4;M
Leo-Tyrell;Roone;undirected;3;4;M
Leo-Tyrell;SAM;undirected;3;4;M
Lollys-Stokeworth;Tanda-Stokeworth;undirected;4;4;M
Loras-Tyrell;Margaery-Tyrell;undirected;21;4;M
Loras-Tyrell;Osmund-Kettleblack;undirected;13;4;M
Loras-Tyrell;Tommen-Baratheon;undirected;13;4;M
Loras-Tyrell;Tyrion-Lannister;undirected;3;4;M
Lothor-Brune;Mya-Stone;undirected;6;4;M
Lothor-Brune;LITTLEFINGER;undirected;3;4;M
Lothor-Brune;Robert-Arryn;undirected;4;4;M
Lothor-Brune;Sansa-Stark;undirected;3;4;M
Lucas-Codd;Red-Oarsman;undirected;3;4;M
Lucas-Codd;Torwold-Browntooth;undirected;3;4;M
Luwin;Nan;undirected;3;4;M
Lyn-Corbray;Lyonel-Corbray;undirected;4;4;
Lyn-Corbray;LITTLEFINGER;undirected;4;4;
Lyn-Corbray;Robert-Arryn;undirected;6;4;
Lyonel-Corbray;LITTLEFINGER;undirected;3;4;M
Lysa-Arryn;Marillion;undirected;5;4;F
Lysa-Arryn;Nestor-Royce;undirected;12;4;F
Lysa-Arryn;LITTLEFINGER;undirected;14;4;F
Lysa-Arryn;Robert-Arryn;undirected;8;4;F
Lysa-Arryn;Sansa-Stark;undirected;6;4;F
Mace-Tyrell;Margaery-Tyrell;undirected;6;4;M
Mace-Tyrell;Mathis-Rowan;undirected;3;4;M
Mace-Tyrell;Olenna-Redwyne;undirected;4;4;M
Mace-Tyrell;Stannis-Baratheon;undirected;4;4;M
Mace-Tyrell;Tommen-Baratheon;undirected;10;4;M
Mace-Tyrell;Tyrion-Lannister;undirected;3;4;M
Mace-Tyrell;Tywin-Lannister;undirected;4;4;M
Maddy;Mya-Stone;undirected;4;4;F
Maddy;Robert-Arryn;undirected;7;4;F
Maddy;Sansa-Stark;undirected;3;4;F
Maegor-I-Targaryen;Tommen-Baratheon;undirected;5;4;M
Maggy;Melara-Hetherspoon;undirected;3;4;F
Manfrey-Martell;Ricasso;undirected;4;4;M
Margaery-Tyrell;Megga-Tyrell;undirected;9;4;F
Margaery-Tyrell;Olenna-Redwyne;undirected;3;4;F
Margaery-Tyrell;Orton-Merryweather;undirected;4;4;F
Margaery-Tyrell;Osmund-Kettleblack;undirected;8;4;F
Margaery-Tyrell;Osney-Kettleblack;undirected;14;4;F
Margaery-Tyrell;Qyburn;undirected;6;4;F
Margaery-Tyrell;ROBERT;undirected;5;4;F
Margaery-Tyrell;Sansa-Stark;undirected;3;4;F
Margaery-Tyrell;Senelle;undirected;3;4;F
Margaery-Tyrell;Taena-of-Myr;undirected;15;4;F
Margaery-Tyrell;Tallad;undirected;3;4;F
Margaery-Tyrell;Tommen-Baratheon;undirected;46;4;F
Margaery-Tyrell;Willas-Tyrell;undirected;3;4;F
Marillion;LITTLEFINGER;undirected;5;4;F
Marwyn;SAM;undirected;6;4;M
Meldred-Merlyn;Victarion-Greyjoy;undirected;3;4;M
Melisandre;Stannis-Baratheon;undirected;3;4;F
Mellei;Morra;undirected;5;4;F
Meribald;Narbert;undirected;4;4;M
Meribald;Podrick-Payne;undirected;14;4;M
Meryn-Trant;Osmund-Kettleblack;undirected;9;4;M
Meryn-Trant;Rafford;undirected;4;4;M
Mollander;Pate-(novice);undirected;3;4;M
Mollander;Roone;undirected;7;4;M
Moon-Boy;Osmund-Kettleblack;undirected;12;4;M
Murenmure;Theon-Greyjoy;undirected;3;4;M
Mya-Stone;Myranda-Royce;undirected;6;4;F
Mya-Stone;Robert-Arryn;undirected;9;4;F
Myranda-Royce;Robert-Arryn;undirected;4;4;F
Myranda-Royce;Sansa-Stark;undirected;3;4;F
Myrcella-Baratheon;Sylva-Santagar;undirected;4;4;F
Myrcella-Baratheon;Tommen-Baratheon;undirected;3;4;F
Myrcella-Baratheon;Trystane-Martell;undirected;6;4;F
Myrcella-Baratheon;Tyrion-Lannister;undirected;4;4;F
Nestor-Royce;LITTLEFINGER;undirected;17;4;M
Nestor-Royce;Robert-Arryn;undirected;7;4;M
Nestor-Royce;Sansa-Stark;undirected;13;4;M
Nestor-Royce;Yohn-Royce;undirected;3;4;M
Nute;Ralf-Stonehouse;undirected;3;4;M
Nute;Rodrik-Harlaw;undirected;6;4;M
Nute;Victarion-Greyjoy;undirected;11;4;M
Nymeria-Sand;Obara-Sand;undirected;9;4;M
Nymeria-Sand;Tyene-Sand;undirected;6;4;M
Obara-Sand;Tyene-Sand;undirected;10;4;M
Oberyn-Martell;Tyene-Sand;undirected;3;4;M
Orton-Merryweather;LITTLEFINGER;undirected;5;4;M
Orton-Merryweather;Pycelle;undirected;5;4;M
Orton-Merryweather;Stannis-Baratheon;undirected;3;4;M
Orton-Merryweather;Taena-of-Myr;undirected;4;4;M
Orton-Merryweather;Tommen-Baratheon;undirected;3;4;M
Osfryd-Kettleblack;Osmund-Kettleblack;undirected;4;4;M
Osfryd-Kettleblack;Osney-Kettleblack;undirected;6;4;M
Osmund-Kettleblack;Osney-Kettleblack;undirected;6;4;M
Osmund-Kettleblack;Pycelle;undirected;3;4;M
Osmund-Kettleblack;Qyburn;undirected;3;4;M
Osmund-Kettleblack;Tommen-Baratheon;undirected;6;4;M
Osmund-Kettleblack;Tyrion-Lannister;undirected;6;4;M
Osney-Kettleblack;Stannis-Baratheon;undirected;3;4;M
Osney-Kettleblack;Taena-of-Myr;undirected;3;4;M
Osney-Kettleblack;Tommen-Baratheon;undirected;6;4;M
Pate-(novice);Quill;undirected;4;4;M
Pate-(novice);Rosey;undirected;9;4;M
Pate-(novice);Walgrave;undirected;10;4;M
Pate-(whipping-boy);Tommen-Baratheon;undirected;4;4;M
Paxter-Redwyne;SAM;undirected;4;4;M
LITTLEFINGER;Pycelle;undirected;4;4;M
LITTLEFINGER;Robert-Arryn;undirected;22;4;M
LITTLEFINGER;Sansa-Stark;undirected;18;4;M
LITTLEFINGER;Symond-Templeton;undirected;5;4;M
LITTLEFINGER;Tyrion-Lannister;undirected;5;4;M
LITTLEFINGER;Yohn-Royce;undirected;12;4;M
Pia;Qyburn;undirected;3;4;
Pia;Tyrion-Lannister;undirected;3;4;
Puckens;Pycelle;undirected;3;4;M
Puckens;Shortear;undirected;3;4;M
Pycelle;Qyburn;undirected;10;4;M
Pycelle;Stannis-Baratheon;undirected;6;4;M
Pycelle;Tywin-Lannister;undirected;4;4;M
Pycelle;VARYS;undirected;4;4;M
Pycelle;Walder-Frey;undirected;3;4;M
Pyg;Shagwell;undirected;8;4;M
Pyg;Timeon;undirected;7;4;M
Pyg;Vargo-Hoat;undirected;3;4;M
Pypar;SAM;undirected;3;4;M
Qhorin-Halfhand;SAM;undirected;3;4;M
Quellon-Greyjoy;Victarion-Greyjoy;undirected;4;4;M
Quentyn-Martell;Trystane-Martell;undirected;3;4;M
Quhuru-Mo;SAM;undirected;4;4;M
Quhuru-Mo;Xhondo;undirected;4;4;M
Qyburn;Stannis-Baratheon;undirected;3;4;M
Ralf-(Limper);Victarion-Greyjoy;undirected;4;4;M
Ralf-Stonehouse;Victarion-Greyjoy;undirected;3;4;M
Randyll-Tarly;SAM;undirected;4;4;M
Raynard;Torbert;undirected;4;4;M
Renly-Baratheon;ROBERT;undirected;5;4;M
Renly-Baratheon;Sansa-Stark;undirected;3;4;M
Renly-Baratheon;Stannis-Baratheon;undirected;4;4;M
Rennifer-Longwaters;Rugen;undirected;3;4;M
Rhaegar-Targaryen;ROBERT;undirected;6;4;M
Rickon-Stark;ROBB;undirected;5;4;M
ROBB;Sansa-Stark;undirected;3;4;M
Robert-Arryn;Sansa-Stark;undirected;8;4;M
Robert-Arryn;Terrance-Lynderly;undirected;4;4;M
Robert-Arryn;Yohn-Royce;undirected;4;4;M
ROBERT;Stannis-Baratheon;undirected;4;4;M
ROBERT;Taena-of-Myr;undirected;5;4;M
ROBERT;Tommen-Baratheon;undirected;5;4;M
ROBERT;Tyrion-Lannister;undirected;6;4;M
Rodrik-Harlaw;Sigfryd-Harlaw;undirected;3;4;M
Rodrik-Harlaw;Victarion-Greyjoy;undirected;3;4;M
Roose-Bolton;Stannis-Baratheon;undirected;5;4;M
Roslin-Frey;Walder-Frey;undirected;3;4;M
Ryman-Frey;Walder-Rivers;undirected;5;4;M
SAM;Stannis-Baratheon;undirected;11;4;M
SAM;Theobald;undirected;7;4;M
SAM;Xhondo;undirected;18;4;M
Sandor-Clegane;Sansa-Stark;undirected;3;4;M
Sandor-Clegane;Thoros-of-Myr;undirected;3;4;M
Sandor-Clegane;Tickler;undirected;4;4;M
Sandor-Clegane;Timeon;undirected;4;4;M
Sandor-Clegane;Tyrion-Lannister;undirected;3;4;M
Sansa-Stark;Tyrion-Lannister;undirected;6;4;F
Sansa-Stark;Tywin-Lannister;undirected;3;4;F
Sansa-Stark;Yohn-Royce;undirected;3;4;F
Sarella-Sand;Tyene-Sand;undirected;3;4;F
Shae;Tyrion-Lannister;undirected;3;4;F
Shagwell;Timeon;undirected;6;4;M
Shagwell;Zollo;undirected;3;4;M
Stannis-Baratheon;Tommen-Baratheon;undirected;6;4;M
Stannis-Baratheon;Tyrion-Lannister;undirected;3;4;M
Stannis-Baratheon;Tywin-Lannister;undirected;4;4;M
Sylva-Santagar;Tyene-Sand;undirected;3;4;F
Symond-Templeton;Yohn-Royce;undirected;4;4;M
Taena-of-Myr;Tommen-Baratheon;undirected;8;4;F
Taena-of-Myr;Tyrion-Lannister;undirected;3;4;F
Talbert-Serry;Victarion-Greyjoy;undirected;10;4;M
Tommen-Baratheon;Tyrion-Lannister;undirected;5;4;M
Tommen-Baratheon;Tywin-Lannister;undirected;6;4;M
Tyrion-Lannister;Tywin-Lannister;undirected;9;4;M
Tyrion-Lannister;VARYS;undirected;7;4;M
