Source,Target,Type,Weight,book
HOBB,MULLY,UNDIRECTED,3,5
HOBB,OWEN,UNDIRECTED,5,5
HODOR,JOJEN,UNDIRECTED,11,5
HODOR,MEERA,UNDIRECTED,21,5
HOLLY,JEYNE-POOLE,UNDIRECTED,4,5
HOLLY,ROWAN,UNDIRECTED,3,5
HOLLY,THEON,UNDIRECTED,10,5
HOP-ROBIN,JON,UNDIRECTED,4,5
HOSTEEN,WYMAN-MANDERLY,UNDIRECTED,5,5
HOSTER-BLACKWOOD,JAIME,UNDIRECTED,4,5
HOTHER-UMBER,GREATJON_UMBER,UNDIRECTED,3,5
HOTHER-UMBER,MORS-UMBER,UNDIRECTED,3,5
HOTHER-UMBER,RAMSAY,UNDIRECTED,5,5
HOTHER-UMBER,WYMAN-MANDERLY,UNDIRECTED,5,5
ILLYRIO,JON-CONNINGTON,UNDIRECTED,6,5
ILLYRIO,ROLLY-DUCKFIELD,UNDIRECTED,6,5
ILLYRIO,TYRION,UNDIRECTED,30,5
ILYN_PAYNE,MERYN_TRANT,UNDIRECTED,3,5
ILYN_PAYNE,RAFFORD,UNDIRECTED,3,5
IRRI,JHIQUI,UNDIRECTED,24,5
IRRI,MISSANDEI,UNDIRECTED,9,5
IRRI,RAKHARO,UNDIRECTED,5,5
IRRI,SKAHAZ-MO-KANDAQ,UNDIRECTED,5,5
JACK-BULWER,JON,UNDIRECTED,3,5
JAIME,JONOS_BRACKEN,UNDIRECTED,9,5
JAIME,JOSMYN-PECKLEDON,UNDIRECTED,3,5
JAIME,KEVAN,UNDIRECTED,3,5
JAIME,ROBERT,UNDIRECTED,4,5
JAIME,TYRION,UNDIRECTED,4,5
JAIME,TYTOS-BLACKWOOD,UNDIRECTED,6,5
JANOS,JON,UNDIRECTED,16,5
JARED,RHAEGAR,UNDIRECTED,3,5
JEOR,JON,UNDIRECTED,11,5
JEOR,QHORIN_HALFHAND,UNDIRECTED,3,5
JEYNE-POOLE,RAMSAY,UNDIRECTED,12,5
JEYNE-POOLE,ROOSE_BOLTON,UNDIRECTED,3,5
JEYNE-POOLE,ROWAN,UNDIRECTED,3,5
JEYNE-POOLE,SQUIRREL,UNDIRECTED,3,5
JEYNE-POOLE,THEON,UNDIRECTED,24,5
JHIQUI,MISSANDEI,UNDIRECTED,10,5
JHIQUI,RAKHARO,UNDIRECTED,5,5
JHIQUI,SKAHAZ-MO-KANDAQ,UNDIRECTED,3,5
JHOGO,RAKHARO,UNDIRECTED,6,5
JOFFREY,TOMMEN,UNDIRECTED,3,5
JOFFREY,TYRION,UNDIRECTED,10,5
JOJEN,MEERA,UNDIRECTED,21,5
JON-CONNINGTON,LEMORE,UNDIRECTED,11,5
JON-CONNINGTON,MYLES-TOYNE,UNDIRECTED,9,5
JON-CONNINGTON,NYESSOSHASSAR,UNDIRECTED,3,5
JON-CONNINGTON,RHAEGAR,UNDIRECTED,7,5
JON-CONNINGTON,ROBERT,UNDIRECTED,8,5
JON-CONNINGTON,ROLLY-DUCKFIELD,UNDIRECTED,12,5
JON-CONNINGTON,TYRION,UNDIRECTED,37,5
JON-CONNINGTON,TYWIN,UNDIRECTED,4,5
JON-CONNINGTON,VARYS,UNDIRECTED,6,5
JON-CONNINGTON,YANDRY,UNDIRECTED,9,5
JON,LEATHERS,UNDIRECTED,18,5
JON,MALEGORN,UNDIRECTED,5,5
JON,MANCE,UNDIRECTED,25,5
JON,MELISANDRE,UNDIRECTED,48,5
JON,MULLY,UNDIRECTED,14,5
JON,NARBERT-GRANDISON,UNDIRECTED,3,5
JON,OTHELL_YARWYCK,UNDIRECTED,10,5
JON,OWEN,UNDIRECTED,3,5
JON,PATREK-OF-KINGS-MOUNTAIN,UNDIRECTED,7,5
JON,PYPAR,UNDIRECTED,5,5
JON,QHORIN_HALFHAND,UNDIRECTED,3,5
JON,RATTLESHIRT,UNDIRECTED,23,5
JON,ROBB,UNDIRECTED,10,5
JON,RORY,UNDIRECTED,6,5
JON,SAM,UNDIRECTED,14,5
JON,SANSA,UNDIRECTED,3,5
JON,SATIN,UNDIRECTED,15,5
JON,SELYSE-FLORENT,UNDIRECTED,38,5
JON,SHIREEN,UNDIRECTED,4,5
JON,SIGORN,UNDIRECTED,6,5
JON,SOREN-SHIELDBREAKER,UNDIRECTED,3,5
JON,STANNIS,UNDIRECTED,73,5
JON,TOM-BARLEYCORN,UNDIRECTED,4,5
JON,TOREGG,UNDIRECTED,6,5
JON,TORMUND,UNDIRECTED,50,5
JON,TYCHO-NESTORIS,UNDIRECTED,12,5
JON,ULMER,UNDIRECTED,3,5
JON,VAL,UNDIRECTED,37,5
JON,WEEPER,UNDIRECTED,3,5
JON,WICK-WHITTLESTICK,UNDIRECTED,5,5
JON,WUN-WEG-WUN-DAR-WUN,UNDIRECTED,11,5
JON,YGRITTE,UNDIRECTED,14,5
JORAH,NURSE,UNDIRECTED,4,5
JORAH,PENNY,UNDIRECTED,9,5
JORAH,TYRION,UNDIRECTED,27,5
JORAMUN,MANCE,UNDIRECTED,3,5
JORAMUN,MELISANDRE,UNDIRECTED,4,5
JUSTIN-MASSEY,RICHARD-HORPE,UNDIRECTED,7,5
JUSTIN-MASSEY,STANNIS,UNDIRECTED,10,5
KASPORIO,TYBERO-ISTARION,UNDIRECTED,3,5
KASPORIO,TYRION,UNDIRECTED,3,5
KEDRY,QUENTYN,UNDIRECTED,3,5
KERWIN,VICTARION,UNDIRECTED,12,5
KEVAN,MACE,UNDIRECTED,5,5
KEVAN,PYCELLE,UNDIRECTED,5,5
KEVAN,RANDYLL,UNDIRECTED,6,5
KEVAN,RONNET-CONNINGTON,UNDIRECTED,3,5
KEVAN,TOMMEN,UNDIRECTED,11,5
KEVAN,TYWIN,UNDIRECTED,3,5
KEVAN,VARYS,UNDIRECTED,3,5
KHRAZZ,SPOTTED-CAT,UNDIRECTED,4,5
KHRAZZ,STEELSKIN,UNDIRECTED,3,5
KINDLY-MAN,WAIF,UNDIRECTED,6,5
LEAF,MEERA,UNDIRECTED,6,5
LEATHERS,TOREGG,UNDIRECTED,4,5
LEATHERS,TORMUND,UNDIRECTED,3,5
LEATHERS,WUN-WEG-WUN-DAR-WUN,UNDIRECTED,9,5
LEMORE,ROLLY-DUCKFIELD,UNDIRECTED,5,5
LEMORE,TYRION,UNDIRECTED,16,5
LEMORE,YANDRY,UNDIRECTED,5,5
LEMORE,YSILLA,UNDIRECTED,3,5
LEONA-WOOLFIELD,WYMAN-MANDERLY,UNDIRECTED,4,5
LONGWATER-PYKE,VICTARION,UNDIRECTED,3,5
LORREN,SYBELLE-GLOVER,UNDIRECTED,3,5
LUTON,SKINNER,UNDIRECTED,3,5
LYANNA,STANNIS,UNDIRECTED,3,5
LYANNA,RHAEGAR,UNDIRECTED,4,5
MACE,PYCELLE,UNDIRECTED,4,5
MACE,RANDYLL,UNDIRECTED,5,5
MACE,ROBERT-STRONG,UNDIRECTED,3,5
MAEGE,ROBB,UNDIRECTED,4,5
MALAQUO-MAEGYR,NYESSOSHASSAR,UNDIRECTED,7,5
MALEGORN,NARBERT-GRANDISON,UNDIRECTED,3,5
MALEGORN,SELYSE-FLORENT,UNDIRECTED,5,5
MANCE,MELISANDRE,UNDIRECTED,6,5
MANCE,RAMSAY,UNDIRECTED,7,5
MANCE,ROWAN,UNDIRECTED,4,5
MANCE,SQUIRREL,UNDIRECTED,5,5
MANCE,STANNIS,UNDIRECTED,16,5
MANCE,THEON,UNDIRECTED,9,5
MANCE,TORMUND,UNDIRECTED,12,5
MANCE,VAL,UNDIRECTED,6,5
MANCE,VARAMYR,UNDIRECTED,3,5
MARLON-MANDERLY,STANNIS,UNDIRECTED,3,5
MARSELEN,SYMON-STRIPEBACK,UNDIRECTED,4,5
MARYA,STANNIS,UNDIRECTED,3,5
MELISANDRE,RATTLESHIRT,UNDIRECTED,6,5
MELISANDRE,SELYSE-FLORENT,UNDIRECTED,11,5
MELISANDRE,SIGORN,UNDIRECTED,3,5
MELISANDRE,STANNIS,UNDIRECTED,32,5
MELISANDRE,YGRITTE,UNDIRECTED,3,5
MERIS,QUENTYN,UNDIRECTED,14,5
MERIS,TATTERED-PRINCE,UNDIRECTED,9,5
MERYN_TRANT,RAFFORD,UNDIRECTED,3,5
MEZZARA,QEZZA,UNDIRECTED,3,5
MIKLAZ,QEZZA,UNDIRECTED,4,5
MISSANDEI,QUENTYN,UNDIRECTED,3,5
MISSANDEI,SKAHAZ-MO-KANDAQ,UNDIRECTED,6,5
MOELLE,SCOLERA,UNDIRECTED,10,5
MOELLE,UNELLA,UNDIRECTED,12,5
MOQORRO,RODRIK-SPARR,UNDIRECTED,4,5
MOQORRO,TYRION,UNDIRECTED,7,5
MOQORRO,VICTARION,UNDIRECTED,21,5
MORGO,TYRION,UNDIRECTED,4,5
MORS-UMBER,STANNIS,UNDIRECTED,7,5
MYRCELLA,STANNIS,UNDIRECTED,3,5
MYRCELLA,TOMMEN,UNDIRECTED,8,5
MYRCELLA,TRYSTANE,UNDIRECTED,4,5
MYRCELLA,TYRION,UNDIRECTED,5,5
NARBERT-GRANDISON,PATREK-OF-KINGS-MOUNTAIN,UNDIRECTED,3,5
NARBERT-GRANDISON,SELYSE-FLORENT,UNDIRECTED,8,5
NURSE,PENNY,UNDIRECTED,4,5
NURSE,TYRION,UNDIRECTED,8,5
NURSE,YEZZAN-ZO-QAGGAZ,UNDIRECTED,12,5
NYMERIA,OBARA,UNDIRECTED,8,5
NYMERIA,TYENE,UNDIRECTED,7,5
OBARA,TYENE,UNDIRECTED,6,5
OLD-BILL-BONE,QUENTYN,UNDIRECTED,3,5
OTHELL_YARWYCK,WEEPER,UNDIRECTED,4,5
PATCHFACE,SELYSE-FLORENT,UNDIRECTED,3,5
PATCHFACE,SHIREEN,UNDIRECTED,3,5
PATREK-OF-KINGS-MOUNTAIN,SELYSE-FLORENT,UNDIRECTED,7,5
PATREK-OF-KINGS-MOUNTAIN,WUN-WEG-WUN-DAR-WUN,UNDIRECTED,3,5
PENNY,SWEETS,UNDIRECTED,4,5
PENNY,TYRION,UNDIRECTED,59,5
PENNY,YEZZAN-ZO-QAGGAZ,UNDIRECTED,9,5
LITTLEFINGER,VARYS,UNDIRECTED,4,5
PYPAR,TODDER,UNDIRECTED,4,5
QARL-THE-MAID,TRISTIFER-BOTLEY,UNDIRECTED,5,5
QAVO-NOGARYS,TYRION,UNDIRECTED,6,5
QUENTYN,TATTERED-PRINCE,UNDIRECTED,14,5
QYBURN,ROBERT-STRONG,UNDIRECTED,4,5
RALF-(LIMPER),VICTARION,UNDIRECTED,3,5
RAMSAY,ROOSE_BOLTON,UNDIRECTED,14,5
RAMSAY,SKINNER,UNDIRECTED,5,5
RAMSAY,SOUR-ALYN,UNDIRECTED,6,5
RAMSAY,STANNIS,UNDIRECTED,8,5
RAMSAY,THEON,UNDIRECTED,87,5
RAMSAY,WALDER-(SON-OF-MERRETT),UNDIRECTED,3,5
RAMSAY,WYMAN-MANDERLY,UNDIRECTED,5,5
RAMSAY,YELLOW-DICK,UNDIRECTED,7,5
RANDYLL,ROBERT-STRONG,UNDIRECTED,3,5
REZNAK-MO-REZNAK,SKAHAZ-MO-KANDAQ,UNDIRECTED,5,5
RHAEGAR,WYMAN-MANDERLY,UNDIRECTED,3,5
RHAEGAR,ROBERT,UNDIRECTED,7,5
RICHARD-HORPE,STANNIS,UNDIRECTED,3,5
RICKON,ROBB,UNDIRECTED,3,5
RICKON,THEON,UNDIRECTED,4,5
ROBB,RODRIK,UNDIRECTED,3,5
ROBB,STANNIS,UNDIRECTED,6,5
ROBB,THEON,UNDIRECTED,7,5
ROBB,WYMAN-MANDERLY,UNDIRECTED,3,5
ROBERT,STANNIS,UNDIRECTED,11,5
ROBERT,TOMMEN,UNDIRECTED,4,5
ROBERT,TYWIN,UNDIRECTED,3,5
ROBERT,VAL,UNDIRECTED,3,5
ROBERT,VISERYS,UNDIRECTED,3,5
ROBERT,WILLAM-DUSTIN,UNDIRECTED,3,5
ROBETT-GLOVER,STANNIS,UNDIRECTED,4,5
RODRIK,THEON,UNDIRECTED,3,5
RODRIK-SPARR,VICTARION,UNDIRECTED,7,5
ROGER-RYSWELL,THEON,UNDIRECTED,4,5
ROLLY-DUCKFIELD,TYRION,UNDIRECTED,20,5
ROLLY-DUCKFIELD,YANDRY,UNDIRECTED,12,5
ROLLY-DUCKFIELD,YSILLA,UNDIRECTED,9,5
ROOSE_BOLTON,STANNIS,UNDIRECTED,13,5
ROOSE_BOLTON,THEON,UNDIRECTED,14,5
ROOSE_BOLTON,WALDA-(DAUGHTER-OF-MERRETT),UNDIRECTED,4,5
ROOSE_BOLTON,WYMAN-MANDERLY,UNDIRECTED,5,5
ROOSE-RYSWELL,STANNIS,UNDIRECTED,3,5
ROWAN,SQUIRREL,UNDIRECTED,5,5
ROWAN,THEON,UNDIRECTED,12,5
SALLADHOR-SAAN,STANNIS,UNDIRECTED,8,5
SAM,STANNIS,UNDIRECTED,8,5
SATIN,SELYSE-FLORENT,UNDIRECTED,4,5
SCAR,TYRION,UNDIRECTED,8,5
SCAR,YEZZAN-ZO-QAGGAZ,UNDIRECTED,4,5
SCOLERA,UNELLA,UNDIRECTED,12,5
SELYSE-FLORENT,SHIREEN,UNDIRECTED,8,5
SELYSE-FLORENT,STANNIS,UNDIRECTED,14,5
SELYSE-FLORENT,VAL,UNDIRECTED,15,5
SELYSE-FLORENT,WUN-WEG-WUN-DAR-WUN,UNDIRECTED,5,5
SHAE,TYSHA,UNDIRECTED,4,5
SHIREEN,STANNIS,UNDIRECTED,4,5
SHIREEN,VAL,UNDIRECTED,4,5
SHROUDED-LORD,TYRION,UNDIRECTED,4,5
SIGORN,STANNIS,UNDIRECTED,3,5
SKINNER,SOUR-ALYN,UNDIRECTED,6,5
SKINNER,THEON,UNDIRECTED,4,5
SOUR-ALYN,THEON,UNDIRECTED,8,5
SOUR-ALYN,YELLOW-DICK,UNDIRECTED,3,5
SQUIRREL,THEON,UNDIRECTED,7,5
STANNIS,THEOMORE,UNDIRECTED,3,5
STANNIS,THEON,UNDIRECTED,10,5
STANNIS,TOMMEN,UNDIRECTED,7,5
STANNIS,TYCHO-NESTORIS,UNDIRECTED,7,5
STANNIS,TYRION,UNDIRECTED,3,5
STANNIS,TYWIN,UNDIRECTED,3,5
STANNIS,VAL,UNDIRECTED,15,5
STANNIS,WILLIAM-FOXGLOVE,UNDIRECTED,3,5
STANNIS,WYMAN-MANDERLY,UNDIRECTED,19,5
SWEETS,TYRION,UNDIRECTED,7,5
SWEETS,YEZZAN-ZO-QAGGAZ,UNDIRECTED,6,5
SYBELL-SPICER,WYMAN-MANDERLY,UNDIRECTED,3,5
THEOMORE,WYMAN-MANDERLY,UNDIRECTED,3,5
THEON,WALDA-(DAUGHTER-OF-MERRETT),UNDIRECTED,3,5
THEON,WALDER-(SON-OF-JAMMOS),UNDIRECTED,6,5
THEON,WALDER-(SON-OF-MERRETT),UNDIRECTED,6,5
THEON,WEX-PYKE,UNDIRECTED,3,5
THEON,WILLOW-WITCH-EYE,UNDIRECTED,4,5
THEON,WYMAN-MANDERLY,UNDIRECTED,3,5
THEON,YELLOW-DICK,UNDIRECTED,5,5
THISTLE,VARAMYR,UNDIRECTED,7,5
TOREGG,TORMUND,UNDIRECTED,8,5
TORMUND,VAL,UNDIRECTED,9,5
TORMUND,WEEPER,UNDIRECTED,9,5
TYBERO-ISTARION,TYRION,UNDIRECTED,8,5
TYRION,TYSHA,UNDIRECTED,4,5
TYRION,TYWIN,UNDIRECTED,18,5
TYRION,VARYS,UNDIRECTED,7,5
TYRION,YANDRY,UNDIRECTED,15,5
TYRION,YEZZAN-ZO-QAGGAZ,UNDIRECTED,17,5
TYRION,YSILLA,UNDIRECTED,11,5
TYWIN,WYLIS-MANDERLY,UNDIRECTED,3,5
VICTARION,WULFE,UNDIRECTED,3,5
WALDER-(SON-OF-JAMMOS),WALDER-(SON-OF-MERRETT),UNDIRECTED,10,5
YANDRY,YSILLA,UNDIRECTED,14,5
